,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
3710,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-18,Parts per billion,20.0,29.0,18,27,Parts per million,0.005375,0.014,13,12,Parts per billion,2.0,3.0,8,,Parts per million,1.127778,2.3,7,
3711,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-18,Parts per billion,20.0,29.0,18,27,Parts per million,0.005375,0.014,13,12,Parts per billion,2.0,3.0,8,,Parts per million,1.23125,1.6,8,18.0
3712,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-19,Parts per billion,16.434783,31.0,20,29,Parts per million,0.013833,0.026,9,22,Parts per billion,1.909091,4.0,5,6.0,Parts per million,0.713043,1.2,22,
3713,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-19,Parts per billion,16.434783,31.0,20,29,Parts per million,0.013833,0.026,9,22,Parts per billion,1.909091,4.0,5,6.0,Parts per million,0.733333,1.1,2,13.0
3714,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-19,Parts per billion,16.434783,31.0,20,29,Parts per million,0.013833,0.026,9,22,Parts per billion,1.785714,3.0,20,,Parts per million,0.713043,1.2,22,
3715,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-19,Parts per billion,16.434783,31.0,20,29,Parts per million,0.013833,0.026,9,22,Parts per billion,1.785714,3.0,20,,Parts per million,0.733333,1.1,2,13.0
3716,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-20,Parts per billion,13.26087,23.0,0,22,Parts per million,0.026708,0.041,21,35,Parts per billion,1.363636,2.0,0,3.0,Parts per million,0.586957,1.0,0,
3717,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-20,Parts per billion,13.26087,23.0,0,22,Parts per million,0.026708,0.041,21,35,Parts per billion,1.363636,2.0,0,3.0,Parts per million,0.695833,1.0,0,11.0
3718,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-20,Parts per billion,13.26087,23.0,0,22,Parts per million,0.026708,0.041,21,35,Parts per billion,1.314286,2.0,2,,Parts per million,0.586957,1.0,0,
3719,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-20,Parts per billion,13.26087,23.0,0,22,Parts per million,0.026708,0.041,21,35,Parts per billion,1.314286,2.0,2,,Parts per million,0.695833,1.0,0,11.0
3720,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-21,Parts per billion,14.608696,39.0,19,37,Parts per million,0.024542,0.04,0,34,Parts per billion,1.136364,2.0,20,3.0,Parts per million,0.547826,1.1,20,
3721,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-21,Parts per billion,14.608696,39.0,19,37,Parts per million,0.024542,0.04,0,34,Parts per billion,1.136364,2.0,20,3.0,Parts per million,0.458333,0.8,22,9.0
3722,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-21,Parts per billion,14.608696,39.0,19,37,Parts per million,0.024542,0.04,0,34,Parts per billion,1.128571,1.6,23,,Parts per million,0.547826,1.1,20,
3723,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-21,Parts per billion,14.608696,39.0,19,37,Parts per million,0.024542,0.04,0,34,Parts per billion,1.128571,1.6,23,,Parts per million,0.458333,0.8,22,9.0
3724,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-22,Parts per billion,11.217391,27.0,0,25,Parts per million,0.033042,0.04,17,34,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.452174,0.7,0,
3725,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-22,Parts per billion,11.217391,27.0,0,25,Parts per million,0.033042,0.04,17,34,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.5625,0.9,0,10.0
3726,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-22,Parts per billion,11.217391,27.0,0,25,Parts per million,0.033042,0.04,17,34,Parts per billion,1.0,1.0,2,,Parts per million,0.452174,0.7,0,
3727,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-22,Parts per billion,11.217391,27.0,0,25,Parts per million,0.033042,0.04,17,34,Parts per billion,1.0,1.0,2,,Parts per million,0.5625,0.9,0,10.0
3728,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-23,Parts per billion,18.565217,38.0,19,36,Parts per million,0.017958,0.032,10,27,Parts per billion,1.409091,2.0,5,3.0,Parts per million,0.695652,2.0,6,
3729,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-23,Parts per billion,18.565217,38.0,19,36,Parts per million,0.017958,0.032,10,27,Parts per billion,1.409091,2.0,5,3.0,Parts per million,0.641667,1.1,10,13.0
3730,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-23,Parts per billion,18.565217,38.0,19,36,Parts per million,0.017958,0.032,10,27,Parts per billion,1.371429,2.0,8,,Parts per million,0.695652,2.0,6,
3731,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-23,Parts per billion,18.565217,38.0,19,36,Parts per million,0.017958,0.032,10,27,Parts per billion,1.371429,2.0,8,,Parts per million,0.641667,1.1,10,13.0
3732,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-24,Parts per billion,22.391304,31.0,8,29,Parts per million,0.011958,0.023,10,19,Parts per billion,1.227273,2.0,5,3.0,Parts per million,0.786957,1.9,8,
3733,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-24,Parts per billion,22.391304,31.0,8,29,Parts per million,0.011958,0.023,10,19,Parts per billion,1.227273,2.0,5,3.0,Parts per million,0.7875,1.1,9,13.0
3734,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-24,Parts per billion,22.391304,31.0,8,29,Parts per million,0.011958,0.023,10,19,Parts per billion,1.185714,2.0,8,,Parts per million,0.786957,1.9,8,
3735,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-24,Parts per billion,22.391304,31.0,8,29,Parts per million,0.011958,0.023,10,19,Parts per billion,1.185714,2.0,8,,Parts per million,0.7875,1.1,9,13.0
3736,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-25,Parts per billion,23.869565,36.0,21,34,Parts per million,0.012542,0.028,23,24,Parts per billion,1.590909,2.0,5,3.0,Parts per million,0.773913,1.2,8,
3737,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-25,Parts per billion,23.869565,36.0,21,34,Parts per million,0.012542,0.028,23,24,Parts per billion,1.590909,2.0,5,3.0,Parts per million,0.758333,0.9,8,10.0
3738,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-25,Parts per billion,23.869565,36.0,21,34,Parts per million,0.012542,0.028,23,24,Parts per billion,1.557143,2.0,8,,Parts per million,0.773913,1.2,8,
3739,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-25,Parts per billion,23.869565,36.0,21,34,Parts per million,0.012542,0.028,23,24,Parts per billion,1.557143,2.0,8,,Parts per million,0.758333,0.9,8,10.0
3740,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-26,Parts per billion,6.956522,20.0,0,19,Parts per million,0.035542,0.04,22,34,Parts per billion,1.045455,2.0,0,3.0,Parts per million,0.395652,0.6,0,
3741,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-26,Parts per billion,6.956522,20.0,0,19,Parts per million,0.035542,0.04,22,34,Parts per billion,1.045455,2.0,0,3.0,Parts per million,0.483333,0.8,0,9.0
3742,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-26,Parts per billion,6.956522,20.0,0,19,Parts per million,0.035542,0.04,22,34,Parts per billion,1.042857,1.3,2,,Parts per million,0.395652,0.6,0,
3743,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-26,Parts per billion,6.956522,20.0,0,19,Parts per million,0.035542,0.04,22,34,Parts per billion,1.042857,1.3,2,,Parts per million,0.483333,0.8,0,9.0
3744,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-27,Parts per billion,5.954545,12.0,19,11,Parts per million,0.035875,0.041,0,35,Parts per billion,1.047619,2.0,19,3.0,Parts per million,0.372727,0.5,18,
3745,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-27,Parts per billion,5.954545,12.0,19,11,Parts per million,0.035875,0.041,0,35,Parts per billion,1.047619,2.0,19,3.0,Parts per million,0.370833,0.4,0,5.0
3746,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-27,Parts per billion,5.954545,12.0,19,11,Parts per million,0.035875,0.041,0,35,Parts per billion,1.05,1.3,20,,Parts per million,0.372727,0.5,18,
3747,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-27,Parts per billion,5.954545,12.0,19,11,Parts per million,0.035875,0.041,0,35,Parts per billion,1.05,1.3,20,,Parts per million,0.370833,0.4,0,5.0
3748,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-28,Parts per billion,13.695652,30.0,6,28,Parts per million,0.029125,0.037,9,31,Parts per billion,1.272727,2.0,6,3.0,Parts per million,0.526087,1.1,7,
3749,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-28,Parts per billion,13.695652,30.0,6,28,Parts per million,0.029125,0.037,9,31,Parts per billion,1.272727,2.0,6,3.0,Parts per million,0.520833,0.7,8,8.0
3750,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-28,Parts per billion,13.695652,30.0,6,28,Parts per million,0.029125,0.037,9,31,Parts per billion,1.271429,2.0,8,,Parts per million,0.526087,1.1,7,
3751,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-28,Parts per billion,13.695652,30.0,6,28,Parts per million,0.029125,0.037,9,31,Parts per billion,1.271429,2.0,8,,Parts per million,0.520833,0.7,8,8.0
3752,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-29,Parts per billion,12.130435,33.0,19,31,Parts per million,0.025,0.039,10,33,Parts per billion,1.227273,2.0,12,3.0,Parts per million,0.547826,1.2,20,
3753,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-29,Parts per billion,12.130435,33.0,19,31,Parts per million,0.025,0.039,10,33,Parts per billion,1.227273,2.0,12,3.0,Parts per million,0.5,0.8,23,9.0
3754,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-29,Parts per billion,12.130435,33.0,19,31,Parts per million,0.025,0.039,10,33,Parts per billion,1.228571,2.0,23,,Parts per million,0.547826,1.2,20,
3755,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-02-29,Parts per billion,12.130435,33.0,19,31,Parts per million,0.025,0.039,10,33,Parts per billion,1.228571,2.0,23,,Parts per million,0.5,0.8,23,9.0
3756,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-01,Parts per billion,17.347826,36.0,19,34,Parts per million,0.018,0.03,10,25,Parts per billion,2.636364,6.0,14,9.0,Parts per million,0.73913,2.0,6,
3757,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-01,Parts per billion,17.347826,36.0,19,34,Parts per million,0.018,0.03,10,25,Parts per billion,2.636364,6.0,14,9.0,Parts per million,0.779167,1.1,9,13.0
3758,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-01,Parts per billion,17.347826,36.0,19,34,Parts per million,0.018,0.03,10,25,Parts per billion,2.642857,4.0,11,,Parts per million,0.73913,2.0,6,
3759,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-01,Parts per billion,17.347826,36.0,19,34,Parts per million,0.018,0.03,10,25,Parts per billion,2.642857,4.0,11,,Parts per million,0.779167,1.1,9,13.0
3760,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-02,Parts per billion,18.173913,30.0,7,28,Parts per million,0.017417,0.026,10,22,Parts per billion,1.636364,3.0,14,4.0,Parts per million,0.63913,1.3,8,
3761,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-02,Parts per billion,18.173913,30.0,7,28,Parts per million,0.017417,0.026,10,22,Parts per billion,1.636364,3.0,14,4.0,Parts per million,0.641667,0.9,12,10.0
3762,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-02,Parts per billion,18.173913,30.0,7,28,Parts per million,0.017417,0.026,10,22,Parts per billion,1.614286,2.0,2,,Parts per million,0.63913,1.3,8,
3763,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-02,Parts per billion,18.173913,30.0,7,28,Parts per million,0.017417,0.026,10,22,Parts per billion,1.614286,2.0,2,,Parts per million,0.641667,0.9,12,10.0
3764,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-03,Parts per billion,19.565217,31.0,18,29,Parts per million,0.014417,0.025,9,21,Parts per billion,2.045455,3.0,11,4.0,Parts per million,0.747826,1.2,7,
3765,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-03,Parts per billion,19.565217,31.0,18,29,Parts per million,0.014417,0.025,9,21,Parts per billion,2.045455,3.0,11,4.0,Parts per million,0.704167,0.9,23,10.0
3766,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-03,Parts per billion,19.565217,31.0,18,29,Parts per million,0.014417,0.025,9,21,Parts per billion,2.042857,3.0,14,,Parts per million,0.747826,1.2,7,
3767,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-03,Parts per billion,19.565217,31.0,18,29,Parts per million,0.014417,0.025,9,21,Parts per billion,2.042857,3.0,14,,Parts per million,0.704167,0.9,23,10.0
3768,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-04,Parts per billion,12.173913,22.0,1,21,Parts per million,0.025417,0.03,9,25,Parts per billion,1.090909,2.0,0,3.0,Parts per million,0.521739,0.7,1,
3769,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-04,Parts per billion,12.173913,22.0,1,21,Parts per million,0.025417,0.03,9,25,Parts per billion,1.090909,2.0,0,3.0,Parts per million,0.566667,0.8,0,9.0
3770,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-04,Parts per billion,12.173913,22.0,1,21,Parts per million,0.025417,0.03,9,25,Parts per billion,1.085714,1.3,2,,Parts per million,0.521739,0.7,1,
3771,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-04,Parts per billion,12.173913,22.0,1,21,Parts per million,0.025417,0.03,9,25,Parts per billion,1.085714,1.3,2,,Parts per million,0.566667,0.8,0,9.0
3772,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-05,Parts per billion,9.521739,24.0,21,23,Parts per million,0.020375,0.032,1,27,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.5,1.1,23,
3773,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-05,Parts per billion,9.521739,24.0,21,23,Parts per million,0.020375,0.032,1,27,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.45,0.8,23,9.0
3774,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-05,Parts per billion,9.521739,24.0,21,23,Parts per million,0.020375,0.032,1,27,Parts per billion,1.0,1.0,2,,Parts per million,0.5,1.1,23,
3775,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-05,Parts per billion,9.521739,24.0,21,23,Parts per million,0.020375,0.032,1,27,Parts per billion,1.0,1.0,2,,Parts per million,0.45,0.8,23,9.0
3776,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-06,Parts per billion,19.608696,28.0,21,26,Parts per million,0.015125,0.025,22,21,Parts per billion,2.181818,7.0,11,10.0,Parts per million,0.691304,0.9,7,
3777,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-06,Parts per billion,19.608696,28.0,21,26,Parts per million,0.015125,0.025,22,21,Parts per billion,2.181818,7.0,11,10.0,Parts per million,0.733333,0.8,3,9.0
3778,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-06,Parts per billion,19.608696,28.0,21,26,Parts per million,0.015125,0.025,22,21,Parts per billion,2.171429,4.3,11,,Parts per million,0.691304,0.9,7,
3779,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-06,Parts per billion,19.608696,28.0,21,26,Parts per million,0.015125,0.025,22,21,Parts per billion,2.171429,4.3,11,,Parts per million,0.733333,0.8,3,9.0
3780,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-07,Parts per billion,15.217391,24.0,6,23,Parts per million,0.024875,0.03,12,25,Parts per billion,1.090909,2.0,7,3.0,Parts per million,0.495652,0.8,6,
3781,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-07,Parts per billion,15.217391,24.0,6,23,Parts per million,0.024875,0.03,12,25,Parts per billion,1.090909,2.0,7,3.0,Parts per million,0.541667,0.6,0,7.0
3782,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-07,Parts per billion,15.217391,24.0,6,23,Parts per million,0.024875,0.03,12,25,Parts per billion,1.085714,1.6,8,,Parts per million,0.495652,0.8,6,
3783,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-07,Parts per billion,15.217391,24.0,6,23,Parts per million,0.024875,0.03,12,25,Parts per billion,1.085714,1.6,8,,Parts per million,0.541667,0.6,0,7.0
3784,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-08,Parts per billion,15.434783,38.0,7,36,Parts per million,0.028917,0.037,20,31,Parts per billion,1.590909,2.0,5,3.0,Parts per million,0.53913,1.8,7,
3785,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-08,Parts per billion,15.434783,38.0,7,36,Parts per million,0.028917,0.037,20,31,Parts per billion,1.590909,2.0,5,3.0,Parts per million,0.55,0.8,8,9.0
3786,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-08,Parts per billion,15.434783,38.0,7,36,Parts per million,0.028917,0.037,20,31,Parts per billion,1.557143,2.0,8,,Parts per million,0.53913,1.8,7,
3787,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-08,Parts per billion,15.434783,38.0,7,36,Parts per million,0.028917,0.037,20,31,Parts per billion,1.557143,2.0,8,,Parts per million,0.55,0.8,8,9.0
3788,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-09,Parts per billion,12.391304,25.0,20,24,Parts per million,0.025292,0.037,8,31,Parts per billion,1.227273,2.0,17,3.0,Parts per million,0.421739,0.7,20,
3789,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-09,Parts per billion,12.391304,25.0,20,24,Parts per million,0.025292,0.037,8,31,Parts per billion,1.227273,2.0,17,3.0,Parts per million,0.391667,0.6,22,7.0
3790,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-09,Parts per billion,12.391304,25.0,20,24,Parts per million,0.025292,0.037,8,31,Parts per billion,1.214286,1.6,20,,Parts per million,0.421739,0.7,20,
3791,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-09,Parts per billion,12.391304,25.0,20,24,Parts per million,0.025292,0.037,8,31,Parts per billion,1.214286,1.6,20,,Parts per million,0.391667,0.6,22,7.0
3792,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-10,Parts per billion,20.391304,30.0,17,28,Parts per million,0.018417,0.028,9,24,Parts per billion,2.0,3.0,5,4.0,Parts per million,0.734783,1.7,6,
3793,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-10,Parts per billion,20.391304,30.0,17,28,Parts per million,0.018417,0.028,9,24,Parts per billion,2.0,3.0,5,4.0,Parts per million,0.741667,1.1,8,13.0
3794,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-10,Parts per billion,20.391304,30.0,17,28,Parts per million,0.018417,0.028,9,24,Parts per billion,1.942857,3.0,8,,Parts per million,0.734783,1.7,6,
3795,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-10,Parts per billion,20.391304,30.0,17,28,Parts per million,0.018417,0.028,9,24,Parts per billion,1.942857,3.0,8,,Parts per million,0.741667,1.1,8,13.0
3796,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-11,Parts per billion,12.869565,33.0,20,31,Parts per million,0.022583,0.04,10,34,Parts per billion,3.090909,8.0,19,11.0,Parts per million,0.482609,1.1,21,
3797,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-11,Parts per billion,12.869565,33.0,20,31,Parts per million,0.022583,0.04,10,34,Parts per billion,3.090909,8.0,19,11.0,Parts per million,0.458333,0.7,23,8.0
3798,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-11,Parts per billion,12.869565,33.0,20,31,Parts per million,0.022583,0.04,10,34,Parts per billion,3.1,5.6,20,,Parts per million,0.482609,1.1,21,
3799,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-11,Parts per billion,12.869565,33.0,20,31,Parts per million,0.022583,0.04,10,34,Parts per billion,3.1,5.6,20,,Parts per million,0.458333,0.7,23,8.0
3800,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-12,Parts per billion,13.73913,25.0,19,24,Parts per million,0.0205,0.039,10,33,Parts per billion,2.590909,5.0,11,7.0,Parts per million,0.565217,1.0,6,
3801,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-12,Parts per billion,13.73913,25.0,19,24,Parts per million,0.0205,0.039,10,33,Parts per billion,2.590909,5.0,11,7.0,Parts per million,0.608333,0.9,3,10.0
3802,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-12,Parts per billion,13.73913,25.0,19,24,Parts per million,0.0205,0.039,10,33,Parts per billion,2.585714,4.3,11,,Parts per million,0.565217,1.0,6,
3803,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-12,Parts per billion,13.73913,25.0,19,24,Parts per million,0.0205,0.039,10,33,Parts per billion,2.585714,4.3,11,,Parts per million,0.608333,0.9,3,10.0
3804,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-13,Parts per billion,15.782609,25.0,7,24,Parts per million,0.019375,0.032,10,27,Parts per billion,3.590909,12.0,17,17.0,Parts per million,0.495652,0.8,6,
3805,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-13,Parts per billion,15.782609,25.0,7,24,Parts per million,0.019375,0.032,10,27,Parts per billion,3.590909,12.0,17,17.0,Parts per million,0.525,0.6,0,7.0
3806,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-13,Parts per billion,15.782609,25.0,7,24,Parts per million,0.019375,0.032,10,27,Parts per billion,3.628571,6.6,17,,Parts per million,0.495652,0.8,6,
3807,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-13,Parts per billion,15.782609,25.0,7,24,Parts per million,0.019375,0.032,10,27,Parts per billion,3.628571,6.6,17,,Parts per million,0.525,0.6,0,7.0
3808,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-14,Parts per billion,15.521739,33.0,19,31,Parts per million,0.015708,0.034,10,29,Parts per billion,2.681818,6.0,17,9.0,Parts per million,0.595652,1.2,19,
3809,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-14,Parts per billion,15.521739,33.0,19,31,Parts per million,0.015708,0.034,10,29,Parts per billion,2.681818,6.0,17,9.0,Parts per million,0.545833,0.8,22,9.0
3810,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-14,Parts per billion,15.521739,33.0,19,31,Parts per million,0.015708,0.034,10,29,Parts per billion,2.685714,4.0,20,,Parts per million,0.595652,1.2,19,
3811,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-14,Parts per billion,15.521739,33.0,19,31,Parts per million,0.015708,0.034,10,29,Parts per billion,2.685714,4.0,20,,Parts per million,0.545833,0.8,22,9.0
3812,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-15,Parts per billion,18.26087,34.0,19,32,Parts per million,0.02225,0.039,11,33,Parts per billion,3.227273,8.0,10,11.0,Parts per million,0.7,2.3,6,
3813,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-15,Parts per billion,18.26087,34.0,19,32,Parts per million,0.02225,0.039,11,33,Parts per billion,3.227273,8.0,10,11.0,Parts per million,0.766667,1.1,8,13.0
3814,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-15,Parts per billion,18.26087,34.0,19,32,Parts per million,0.02225,0.039,11,33,Parts per billion,3.271429,6.3,11,,Parts per million,0.7,2.3,6,
3815,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-15,Parts per billion,18.26087,34.0,19,32,Parts per million,0.02225,0.039,11,33,Parts per billion,3.271429,6.3,11,,Parts per million,0.766667,1.1,8,13.0
3816,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-16,Parts per billion,11.478261,27.0,7,25,Parts per million,0.027333,0.04,9,34,Parts per billion,1.5,2.0,5,3.0,Parts per million,0.395652,0.7,7,
3817,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-16,Parts per billion,11.478261,27.0,7,25,Parts per million,0.027333,0.04,9,34,Parts per billion,1.5,2.0,5,3.0,Parts per million,0.416667,0.6,0,7.0
3818,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-16,Parts per billion,11.478261,27.0,7,25,Parts per million,0.027333,0.04,9,34,Parts per billion,1.457143,2.0,8,,Parts per million,0.395652,0.7,7,
3819,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-16,Parts per billion,11.478261,27.0,7,25,Parts per million,0.027333,0.04,9,34,Parts per billion,1.457143,2.0,8,,Parts per million,0.416667,0.6,0,7.0
3820,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-03-17,Parts per billion,17.913043,33.0,19,31,Parts per million,0.020333,0.04,10,34,Parts per billion,3.772727,9.0,13,13.0,Parts per million,0.586957,1.4,6,
